Tipo;Sexo;Opinião;Modelo;Outra;Razão;Renda;Anos;Gasto;Minutos
Pós-pago;Masculino;Confiável;Gradiente;Nenhuma;Maior cobertura;1,134;4;45;66
Pré-pago;Masculino;Excelente;Samsung;Cumbuca;Maior cobertura;4,248;4;45,4;48
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;28,842;7;80,4;116
Pré-pago;Feminino;Confiável;Gradiente;Mortinho;Maior cobertura;4,044;7;84,2;68
Pré-pago;Feminino;Mediana;Siemens;Escuridão;Qualidade do sinal;9,471;6;70;85
Pré-pago;Feminino;Sofrível;Motorola;Escuridão;Qualidade do sinal;2,841;3;40,8;82
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Tarifa menor;6,495;9;99,8;78
Pré-pago;Masculino;Terrível;Gradiente;Nenhuma;Qualidade do sinal;13,542;2;34,4;72
Pós-pago;Masculino;Mediana;Motorola;Escuridão;Qualidade do sinal;3,657;8;89;82
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,278;6;74,8;59
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;12,99;7;84;77
Pós-pago;Feminino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;9,039;6;65;75
Pós-pago;Masculino;Mediana;Siemens;Nenhuma;Tarifa menor;9,111;6;69,8;62
Pós-pago;Feminino;Sofrível;Gradiente;Mortinho;Tarifa menor;6,666;7;82,6;93
Pré-pago;Masculino;Excelente;Ericsson;Escuridão;Maior cobertura;1,839;7;78,4;49
Pós-pago;Feminino;Terrível;Motorola;Nenhuma;Qualidade do sinal;10,854;6;73,4;98
Pós-pago;Masculino;Terrível;Motorola;Ferrocom;Qualidade do sinal;9,327;5;64,6;82
Pós-pago;Mas ;Mediana;Motorola;Cumbuca;Qualidade do sinal;3,732;5;62;90
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,104;3;43,2;70
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;9,918;5;59,8;89
Pós-pago;Masculino;Sofrível;Gradiente;Nenhuma;Qualidade do sinal;3,732;5;55,2;68
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,147;2;33,2;54
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1,452;3;44,2;82
Pré-pago;Feminino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;7,569;5;56,8;69
Pós-pago;Feminino;Terrível;Gradiente;Nenhuma;Maior cobertura;4,248;4;48,2;78
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Qualidade do sinal;8,967;2;34,2;84
Pré-pago;Feminino;Excelente;Gradiente;Ferrocom;Maior cobertura;1,477;4;46,4;30
Pré-pago;Feminino;Excelente;Gradiente;Escuridão;Maior cobertura;1,032;6;68,8;60
Pré-pago;Feminino;Confiável;Siemens;Nenhuma;Maior cobertura;4,593;6;68,4;77
Pré-pago;Feminino;Terrível;Gradiente;Escuridão;Maior cobertura;5,586;2;31,4;75
Pós-pago;Feminino;Excelente;Gradiente;Escuridão;Maior cobertura;3,771;2;30,52;66
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;3,732;6;73,8;68
Pós-pago;Masculino;Sofrível;Samsung;Ferrocom;Qualidade do sinal;9,252;6;73,4;87
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;11,934;6;71,2;91
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Tarifa menor;19,677;8;86,6;98
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;4,209;5;60,8;76
Pós-pago;Feminino;Confiável;Samsung;Nenhuma;Maior cobertura;1,452;7;78,8;53
Pré-pago;Masculino;Mediana;Motorola;Nenhuma;Qualidade do sinal;8,826;6;73,6;74
Pré-pago;Masculino;Mediana;Gradiente;Ferrocom;Qualidade do sinal;4,419;4;45,4;66
Pós-pago;Masculino;Mediana;Gradiente;Escuridão;Maior cobertura;6,84;6;70;79
Pós-pago;Masculino;Excelente;Motorola;Ferro ;Quali ;9,843;5;61,6;80
Pós-pago;Feminino;Mediana;Motorola;Mortinho;Qualidade do sinal;5,844;8;88,2;81
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Tarifa menor;9,768;8;87;113
Pré-pago;Masculino;Terrível;Motorola;Esc ;Tar ;15,9;6;66,4;108
Pós-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;1,182;4;45,4;62
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;35,451;5;64;105
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1,509;4;45,4;62
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Tarifa menor;11,427;6;67,4;89
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,884;2;30,52;59
Pré-pago;Feminino;Confiável;Motorola;Ferrocom;Maior cobertura;3,063;4;45,8;65
Pós-pago;Masculino;Mediana;Motorola;Escuridão;Qualidade do sinal;9,252;6;74,8;77
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,003;4;46,2;18
Pré-pago;Masculino;Excelente;Samsung;Ferrocom;Maior cobertura;3,771;7;84,8;106
Pós-pago;Masculino;Excelente;Motorola;Nenhuma;Maior cobertura;3,3;7;75,4;54
Pré-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,293;6;72,4;57
Pré-pago;Feminino;Terrível;Motorola;Mortinho;Qualidade do sinal;3,546;5;62,2;98
Pré-pago;Feminino;Terrível;Motorola;Nenhuma;Qualidade do sinal;4,77;3;42,2;77
Pré-pago;Masculino;Sofrível;Siemens;Cumbuca;Maior cobertura;1,905;3;39,6;80
Pré-pago;Feminino;Excelente;Siemens;Ferrocom;Qualidade do sinal;10,614;6;70,4;75
Pré-pago;Masculino;Sofrível;Motorola;Nenhuma;Maior cobertura;3,696;4;45,2;77
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;6,666;4;47,8;78
Pós-pago;Feminino;Sofrível;Gradiente;Nenhuma;Qualidade do sinal;10,773;7;78;96
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Qualidade do sinal;17,175;3;40,2;75
Pré-pago;Feminino;Confiável;Motorola;Nenhuma;Maior cobertura;1,636;5;57;73
Pré-pago;Masculino;Excelente;Ericsson;Cumbuca;Maior cobertura;2,574;3;38;68
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;15,087;7;82,2;94
Pré-pago;Feminino;Mediana;Ericsson;Nenhuma;Maior cobertura;1,104;4;52,4;71
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,9;5;55;77
Pós-pago;Masculino;Mediana;Samsung;Ferrocom;Qualidade do sinal;8,148;8;92,6;78
Pré-pago;Feminino;Sofrível;Gradiente;Ferrocom;Qualidade do sinal;3,621;5;59,8;92
Pré-pago;Masculino;Sofrível;Siemens;Cumbuca;Tarifa menor;2,904;8;86,8;77
Pré-pago;Feminino;Sofrível;Siemens;Mort ;Maio ;2,145;7;80;69
Pós-pago;Feminino;Sofrível;Motorola;Cumbuca;Qualidade do sinal;7,197;5;64;85
Pré-pago;Masculino;Terrível;Motorola;Mortinho;Qualidade do sinal;3,849;6;68;75
Pré-pago;Masculino;Sofrível;Samsung;Ferrocom;Qualidade do sinal;4,167;5;59;79
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1,129;3;41,8;66
Pós-pago;Masculino;Terrível;Motorola;Cumbuca;Qualidade do sinal;7,506;5;60,6;87
Pós-pago;Masculino;Confiável;Samsung;Cumbuca;Qualidade do sinal;2,325;7;78,4;69
Pré-pago;Feminino;Terrível;Samsung;Mortinho;Maior cobertura;2,169;8;86;80
Pré-pago;Masculino;Mediana;Motorola;Escuridão;Maior cobertura;5,238;2;30,6;69
Pré-pago;Feminino;Terrível;Siemens;Nenhuma;Maior cobertura;3,264;8;86,8;79
Pós-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;13,173;3;37,4;75
Pós-pago;Masculino;Sofrível;Gradiente;Nenhuma;Tarifa menor;23,85;9; ;111
Pré-pago;Masculino;Excelente;Motorola;Cumbuca;Maior cobertura;2,871;1;30,52;78
Pós-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;3,474;6;72,4;91
Pré-pago;Masculino;Excelente;Ericsson;Cumbuca;Maior cobertura;1,9;4;53,8;57
Pré-pago;Masculino;Confiável;Motorola;Escuridão;Maior cobertura;2,022;4;48,6;54
Pré-pago;Masculino;Terrível;Motorola;Ne ;Ta ;10,614;7;79,4;88
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Tarifa menor;10,935;6;260;107
Pré-pago;Masculino;Mediana;Gradiente;Nenhuma;Qualidade do sinal;7,632;4;54,8;72
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;9,618;8;91,2;100
Pós-pago;Feminino;Sofrível;Samsung;Mortinho;Qualidade do sinal;12,99;8;87,4;81
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Tarifa menor;11,934;8;89,4;101
Pós-pago;Masculino;Mediana;Siemens;Cumbuca;Maior cobertura;4,419;4;53;77
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Tarifa menor;20,52;6;69,4;87
Pré-pago;Feminino;Terrível;Motorola;Nenhuma;Qualidade do sinal;2,379;5;60,2;82
Pós-pago;Feminino;Terrível;Motorola;Nenhuma;Tarifa menor;21,639;11;116,8;108
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Qualidade do sinal;5,385;3;41,8;81
Pós-pago;Masculino;Sofrível;Gradiente;Nenhuma;Tarifa menor;14,889;5;64,6;101
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Tarifa menor;6,162;5;57,6;81
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Qualidade do sinal;5,844;4;51,8;96
Pós-pago;Feminino;Terrível;Samsung;Ferrocom;Qualidade do sinal;10,935;8;87,8;67
Pré-pago;Feminino;Sofrível;Samsung;Mortinho;Maior cobertura;6,723;7;75,2;78
Pré-pago;Feminino;Sofrível;Gradiente;Escuridão;Qualidade do sinal;2,46;4;53,4;84
Pré-pago;Masculino;Excelente;Motorola;Cumbuca;Maior cobertura;1,794;6;65,4;58
Pós-pago;Masculino;Mediana;Samsung;Mortinho;Qualidade do sinal;8,016;4;53;67
Pós-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;4,086;4;49;72
Pré-pago;Feminino;Terrível;Gradiente;Cumbuca;Maior cobertura;3,402;8;88,6;77
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Maior cobertura;4,593;0;30,52;62
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,362;5;57;60
Pré-pago;Masculino;Mediana;Samsung;Ferrocom;Tarifa menor;10,146;7;83,8;89
Pós-pago;Feminino;Mediana;Ericsson;Ferrocom;Maior cobertura;3,657;6;68,2;68
Pós-pago;Masculino;Excelente;Motorola;Nenhuma;Tarifa menor;7,95;3;39;70
Pré-pago;Feminino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;7,077;8;92,2;75
Pré-pago;Feminino;Sofrível;Gradiente;Escuridão;Maior cobertura;1,905;8;89,4;76
Pós-pago;Feminino;Sofrível;Motorola;Ferrocom;Qualidade do sinal;5,949;7;79,2;87
Pós-pago;Masculino;Excelente;Siemens;Ferrocom;Maior cobertura;3,231;5;56,6;82
Pré-pago;Feminino;Mediana;Ericsson;Nenhuma;Maior cobertura;1,929;6;70,4;70
Pré-pago;Feminino;Sofrível;Gradiente;Cumbuca;Maior cobertura;8,826;5;57;54
Pós-pago;Masculino;Mediana;Samsung;Ferrocom;Tarifa menor;15,9;5;62;102
Pré-pago;Masculino;Sofrível;Samsung;Cumbuca;Tarifa menor;19,917;7;83,6;79
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;9,843;1;30,52;73
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,888;3;37,4;51
Pós-pago;Masculino;Confiável;Motorola;Escuridão;Maior cobertura;5,001;2;30,52;72
Pós-pago;Feminino;Terrível;Samsung;Ferrocom;Maior cobertura;2,169;5;61,4;81
Pré-pago;Masculino;Mediana;Gradiente;Nenhuma;Qualidade do sinal;10,614;5;55,4;72
Pós-pago;Feminino;Sofrível;Samsung;Mortinho;Maior cobertura;3,474;6;67;67
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Qualidade do sinal;9,768;7;82;104
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;6,438;4;50,6;89
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;1,626;4;53,8;65
Pré-pago;Masculino;Terrível;Si ;Cumbuca;Maior cobertura;2,544;5;60,2;71
Pós-pago;Masculino;Sofrível;Siemens;Escuridão;Qualidade do sinal;6,003;7;76,4;90
Pós-pago;Feminino;Terrível;Gradiente;Cumbuca;Tarifa menor;5,739;8;94,8;80
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;7,137;7;78,6;88
Pós-pago;Feminino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;5,688;4;49,2;88
Pré-pago;Masculino;Sofrível;Motorola;Escuridão;Qualidade do sinal;6,108;6;70,4;86
Pós-pago;Masculino;Terrível;Gradiente;Nenhuma;Tarifa menor;11,343;5;61,4;81
Pós-pago;Feminino;Mediana;Gradiente;Cumbuca;Qualidade do sinal;8,148;8;92,6;60
Pós-pago;Masculino;Terrível;Samsung;Cumbuca;Tarifa menor;6,957;5;55,2;92
Pré-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;10,224;7;82,6;83
Pós-pago;Feminino;Terrível;Samsung;Ferrocom;Qualidade do sinal;6,327;3;35;81
Pós-pago;Feminino;Mediana;Gradiente;Nenhuma;Maior cobertura;2,661;3;43,8;85
Pré-pago;Feminino;Confiável;Gradiente;Nenhuma;Maior cobertura;1,773;2;30,52;56
Pó ;Feminino;Terrível;Motorola;Nenhuma;Tarifa menor;8,757;7;75,4;87
Pré-pago;Masculino;Mediana;Samsung;Ferrocom;Maior cobertura;1,86;5;60;53
Pós-pago;Feminino;Sofrível;Ericsson;Ferrocom;Maior cobertura;2,325;7;84,8;63
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;17,613;5;55,2;107
Pré-pago;Feminino;Terrível;Samsung;Mortinho;Maior cobertura;4,086;2;34;76
Pré-pago;Feminino;Excelente;Ericsson;Nenhuma;Maior cobertura;2,325;6;68,6;65
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;21,765;4;52;101
Pós-pago;Masculino;Confiável;Samsung;Mortinho;Qualidade do sinal;2,046;6;66,8;71
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,129;2;31,4;55
Pré-pago;Feminino;Mediana;Gradiente;Nenhuma;Qualidade do sinal;2,631;6;74,4;77
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,963;3;43,8;58
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Tarifa menor;14,889;9;95,8;88
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Tarifa menor;12,453;8;91,8;90
Pó ;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;22,533;4;54;89
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;12,543;6;67,6;83
Pós-pago;Masculino;Sofrível;Motorola;Escuridão;Qualidade do sinal;9,471;4;45;86
Pré-pago;Masculino;Mediana;Samsung;Ferrocom;Maior cobertura;1,329;3;44,8;54
Pré-pago;Masculino;Confiável;Gradiente;Ferrocom;Maior cobertura;1,159;6;67,4;59
Pós-pago;Masculino;Excelente;Motorola;Cumbuca;Maior cobertura;5,949;3;43,2;65
Pré-pago;Masculino;Excelente;Motorola;Cumbuca;Maior cobertura;2,379;4;48,4;74
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;5,586;6;67,4;78
Pré-pago;Masculino;Sofrível;Samsung;Escuridão;Tarifa menor;3,585;4;53;100
Pós-pago;Masculino;Mediana;Motorola;Ferrocom;Qualidade do sinal;2,118;4;52,6;73
Pré-pago;Masculino;Confiável;Ericsson;Ferrocom;Maior cobertura;3,162;5;63,6;75
Pré-pago;Feminino;Mediana;Gradiente;Escuridão;Maior cobertura;1,416;5;61,6;63
Pós-pago;Masculino;Confiável;Gradiente;Ferrocom;Maior cobertura;1,714;5;56,6;56
Pós-pago;Masculino;Mediana;Gradiente;Cumbuca;Qualidade do sinal;7,017;7;77,6;80
Pós-pago;Masculino;Sofrível;Samsung;Ferrocom;Tarifa menor;4,68;4;47,8;89
Pré-pago;Masculino;Mediana;Gradiente;Cumbuca;Maior cobertura;2,841;6;66,2;76
Pré-pago;Masculino;Excelente;Motorola;Ferrocom;Maior cobertura;1,86;5;59,6;50
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;18,858;9;97,4;72
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,974;7;75,6;57
Pós-pago;Masculino;Mediana;Samsung;Mortinho;Qualidade do sinal;8,082;5;62,2;93
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,498;2;31,2;54
Pós-pago;Feminino;Mediana;Samsung;Ferrocom;Qualidade do sinal;14,301;4;45,2;85
Pós-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;2,298;3;38;70
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1,134;5;62,2;57
Pré-pago;Feminino;Confiável;Samsung;Cumbuca;Maior cobertura;3,096;5;56;53
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;5,484;7;75,6;77
Pós-pago;Feminino;Terrí ;Samsung;Ferrocom;Tarifa menor;2,871;9;95,8;82
Pré-pago;Feminino;Mediana;Gradiente;Nenhuma;Maior cobertura;1,362;4;46,8;73
Pré-pago;Feminino;Confiável;Gradiente;Escuridão;Maior cobertura;1,591;2;34,4;37
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1,21;7;76,8;52
Pré-pago;Masculino;Mediana;Gradiente;Cumbuca;Maior cobertura;1,953;2;31,4;57
Pré-pago;Masculino;Confiável;Motorola;Ferrocom;Maior cobertura;4,125;7;78;61
Pós-pago;Masculino;Mediana;Motorola;Escuridão;Maior cobertura;1,752;3;41,2;66
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Qualidade do sinal;6,723;4;53,8;74
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;2,997;4;50,4;76
Pré-pago;Feminino;Confiável;Gradiente;Ferrocom;Maior cobertura;1,134;2;30,52;48
Pré-pago;Masculino;Mediana;Samsung;Escuridão;Qualidade do sinal;3,474;5;55,6;84
Pré-pago;Masculino;Mediana;Motorola;Ferrocom;Qualidade do sinal;8,28;5;60;76
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;15,186;6;68,4;111
Pós-pago;Feminino;Terrível;Ericsson;Cumbuca;Maior cobertura;2,352;3;36;73
Pós-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;3,231;4;50,8;75
Pré-pago;Feminino;Terrível;Ericsson;Cumbuca;Maior cobertura;3,063;1;30,52;82
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;2,022;7;79;75
Pós-pago;Masculino;Mediana;Siemens;Nenhuma;Tarifa menor;10,071;5;61,4;96
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,192;3;40,8;30
Pré-pago;Feminino;Terrível;Samsung;Nenhuma;Qualidade do sinal;6,108;1;30,52;80
Pré-pago;Feminino;Sofrível;Motorola;Cumbuca;Maior cobertura;3,657;1;30,52;74
Pós-pago;Masculino;Sofrível;Gradiente;Escuridão;Maior cobertura;3,81;4;45,4;69
Pré-pago;Masculino;Terrível;Samsung;Ferrocom;Qualidade do sinal;15,489;5;63,2;84
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;18,285;4;49,4;99
Pós-pago;Masculino;Sofrível;Ericsson;Mortinho;Tarifa menor;7,443;3;44,6;85
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;9,618;9;96;105
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Qualidade do sinal;13,728;8;85;72
Pré-pago;Masculino;Terrível;Motorola;Ferrocom;Qualidade do sinal;9,693;5;64,8;81
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1,609;2;34,4;61
Pré-pago;Feminino;Mediana;Siemens;Nenhuma;Qualidade do sinal;1,731;6;73,2;69
Pós-pago;Masculino;Terrível;Motorola;Cumbuca;Tarifa menor;7,758;5;63,2;94
Pré-pago;Masculino;Terrível;Gradiente;Mortinho;Maior cobertura;1,032;8;85,2;83
Pré-pago;Feminino;Terrível;Gradiente;Cumbuca;Maior cobertura;1,537;6;68;70
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;19,677;6;70,4;101
Pré-pago;Masculino;Excelente;Motorola;Cumbuca;Qualidade do sinal;6,723;7;84,2;77
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Tarifa menor;9,471;3;41,8;99
Pré-pago;Feminino;Sofrível;Siemens;Cumbuca;Maior cobertura;1,608;2;32,4;71
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;24,663;7;78,8;111
Pós-pago;Masculino;Confiável;Motorola;Escuridão;Maior cobertura;2,046;6;72,6;71
Pós-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;2,688;6;71;66
Pós-pago;Masculino;Sofrível;Motorola;Cumbuca;Qualidade do sinal;3,927;2;30,6;75
Pré-pago;Feminino;Confiável;Samsung;Cumbuca;Maior cobertura;2,325;5;59,8;68
Pré-pago;Feminino;Terrível;Siemens;Nenhuma;Qualidade do sinal;5,535;5;60,2;77
Pós-pago;Masculino;Mediana;Motorola;Mortinho;Qualidade do sinal;7,32;5;56;90
Pré-pago;Feminino;Mediana;Samsung;Mortinho;Maior cobertura;1,752;4;51;83
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Tarifa menor;7,569;4;52,6;101
Pré-pago;Masculino;Excelente;Ericsson;Cumbuca;Maior cobertura;1,441;4;50,6;41
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Tarifa menor;13,173;5;62,2;93
Pré-pago;Feminino;Mediana;Siemens;Mortinho;Maior cobertura;7,695;2;30,52;81
Pré-pago;Feminino;Mediana;Samsung;Escuridão;Maior cobertura;1,953;4;45;78
Pré-pago;Masculino;Mediana;Ericsson;Nenhuma;Qualidade do sinal;12,543;1;30,52;73
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;21,639;3;43,4;98
Pré-pago;Feminino;Mediana;Siemens;Nenhuma;Qualidade do sinal;3,369;7;83,8;85
Pré-pago;Masculino;Confiável;Ericsson;Ferrocom;Maior cobertura;1,347;1;30,52;39
Pré-pago;Masculino;Excelente;Ericsson;Cumbuca;Maior cobertura;3,096;5;58,4;69
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;2,601;3;44,6;85
Pré-pago;Masculino;Sofrível;Ericsson;Cumbuca;Maior cobertura;6,666;7;307,2;86
Pós-pago;Masculino;Mediana;Gradiente;Nenhuma;Qualidade do sinal;14,397;3;35;77
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1,492;4;45,6;68
Pré-pago;Masculino;Confiável;Gradiente;Nenhuma;Qualidade do sinal;8,55;5;58,4;74
Pós-pago;Masculino;Mediana;Gradiente;Ferrocom;Tarifa menor;5,739;6;69,2;91
Pós-pago;Feminino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;8,898;7;75,6;90
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Tarifa menor;6,327;5;60;100
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;6,162;4;50,6;83
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;13,449;7;79,8;94
Pré-pago;Masculino;Terrível;Siemens;Nenhuma;Qualidade do sinal;8,415;6;70;77
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Qualidade do sinal;6,9;6;69,4;83
Pré-pago;Feminino;Confiável;Samsung;Cumbuca;Maior cobertura;1,282;6;74,2;46
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Tarifa menor;3,546;7;75,2;86
Pré-pago;Masculino;Confiável;Siemens;Escuridão;Maior cobertura;4,77;4;50,8;67
Pós-pago;Feminino;Sofrível;Gradiente;Mortinho;Tarifa menor;5,535;6;70,4;83
Pós-pago;Masculino;Sofrível;Ericsson;Nenhuma;Maior cobertura;7,26;1;61,04;83
Pós-pago;Feminino;Sofrível;Ericsson;Nenhuma;Maior cobertura;2,325;8;85;74
Pós-pago;Feminino;Terrível;Motorola;Nenhuma;Qualidade do sinal;12,63;6;70;94
Pré-pago;Feminino;Mediana;Siemens;Cumbuca;Maior cobertura;7,137;7;77,8;92
Pré-pago;Masculino;Terrível;Motorola;Nenhuma;Qualidade do sinal;2,904;6;67;78
Pré-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;3,849;6;73,6;67
Pós-pago;Masculino;Mediana;Ericsson;Nenhuma;Qualidade do sinal;5,094;5;57,4;83
Pré-pago;Masculino;Sofrível;Motorola;Cumbuca;Maior cobertura;4,419;5;60,2;75
Pré-pago;Feminino;Terrível;Motorola;Cumbuca;Maior cobertura;6,438;4;52,8;79
Pré-pago;Feminino;Confiável;Samsung;Cumbuca;Maior cobertura;1,498;5;57;60
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Qualidade do sinal;14,109;4;54,4;86
Pós-pago;Masculino;Confiável;Gradiente;Mortinho;Maior cobertura;2,433;3;41,2;69
Pós-pago;Masculino;Mediana;Samsung;Ferrocom;Maior cobertura;3,696;5;60,4;77
Pós-pago;Femin ;Sofrível;Siemens;Cumbuca;Tarifa menor;5,001;6;69;84
Pós-pago;Masculino;Terrível;Siemens;Ferrocom;Qualidade do sinal;2,871;4;54,6;80
Pós-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;2,046;4;46,6;73
Pré-pago;Feminino;Mediana;Ericsson;Escuridão;Maior cobertura;3,51;5;58,8;64
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;5,19;9;95,6;58
Pós-pago;Masculino;Terrível;Samsung;Mortinho;Maior cobertura;15,39;3;40,6;83
Pré-pago;Feminino;Sofrível;Gradiente;Cumbuca;Maior cobertura;4,086;2;32,6;68
Pós-pago;Feminino;Terrível;Motorola;Nenhuma;Maior cobertura;4,815;5;56,6;82
Pré-pago;Masculino;Confiável;Gradiente;Mortinho;Maior cobertura;1,293;6;68;51
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Tarifa menor;6,84;8;92,4;89
Pré-pago;Masculino;Terrível;Samsung;Mortinho;Tarifa menor;4,815;5;55;93
Pós-pago;Masculino;Sofrível;Samsung;Ferrocom;Tarifa menor;4,086;6;65;88
Pré-pago;Masculino;Mediana;Siemens;Mortinho;Maior cobertura;3,03;6;72,2;77
Pós-pago;Masculino;Sofrível;Gradiente;Nenhuma;Qualidade do sinal;9,618;5;59,8;72
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,99;5;58,4;46
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;5,238;5;63,4;75
