Tipo;Sexo;Opinião;Modelo;Outra;Razão;Renda;Anos;Gasto;Minutos;ID
Pós-pago;Masculino;Sofrível;Siemens;Ferrocom;Tarifa menor;11343,0;7;82,6;87;263
Pré-pago;Feminino;Sofrível;Gradiente;Nenhuma;Maior cobertura;5385,0;5;57,6;69;264
Pré-pago;Masculino;Terrível;Motorola;Nenhuma;Qualidade do sinal;6900,0;9;102,6;68;265
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;3696,0;6;68,0;68;266
Pós-pago;Masculino;Sofrível;Motorola;Mortinho;Qualidade do sinal;11679,0;7;78,4;77;267
Pré-pago;Masculino;Excelente;Gradiente;Cumbuca;Maior cobertura;3585,0;4;54,6;75;268
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Tarifa menor;8967,0;9;99,6;89;269
Pós-pago;Masculino;Excelente;Motorola;Nenhuma;Qualidade do sinal;5844,0;3;40,0;71;270
Pós-pago;Masculino;Mediana;Motorola;Ferrocom;Maior cobertura;2271,0;7;77,6;69;271
Pós-pago;Feminino;Excelente;Siemens;Cumbuca;Maior cobertura;1473,0;7;82,8;66;272
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Qualidade do sinal;8349,0;8;89,2;63;273
Pré-pago;Feminino;Sofrível;Motorola;Cumbuca;Maior cobertura;1149,0;4;54,8;65;274
Pré-pago;Masculino;Mediana;Motorola;Nenhuma;Maior cobertura;2169,0;2;34,8;65;275
Pré-pago;Masculino;Confiável;Ericsson;Mortinho;Maior cobertura;4770,0;6;72,4;67;276
Pré-pago;Feminino;Mediana;Motorola;Ferrocom;Maior cobertura;4043,9999999999995;7;83,0;79;277
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;6108,0;3;41,8;66;278
Pós-pago;Masculino;Sofrível;Motorola;Ferrocom;Qualidade do sinal;6666,0;6;73,0;84;279
Pré-pago;Masculino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;13356,0;3;40,6;72;280
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;22275,0;6;65,6;104;281
Pós-pago;Masculino;Confiável;Gradiente;Nenhuma;Maior cobertura;1134,0;4;45,0;66;282
Pré-pago;Masculino;Excelente;Samsung;Cumbuca;Maior cobertura;4248,0;4;45,4;48;283
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;28842,0;7;80,4;116;284
Pré-pago;Feminino;Confiável;Gradiente;Mortinho;Maior cobertura;4043,9999999999995;7;84,2;68;285
Pré-pago;Feminino;Mediana;Siemens;Escuridão;Qualidade do sinal;9471,0;6;70,0;85;286
Pré-pago;Feminino;Sofrível;Motorola;Escuridão;Qualidade do sinal;2841,0;3;40,8;82;287
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Tarifa menor;6495,0;9;99,8;78;288
Pré-pago;Masculino;Terrível;Gradiente;Nenhuma;Qualidade do sinal;13542,0;2;34,4;72;289
Pós-pago;Masculino;Mediana;Motorola;Escuridão;Qualidade do sinal;3657,0;8;89,0;82;290
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;1278,0;6;74,8;59;291
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;12990,0;7;84,0;77;292
Pós-pago;Feminino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;9039,0;6;65,0;75;293
Pós-pago;Masculino;Mediana;Siemens;Nenhuma;Tarifa menor;9111,0;6;69,8;62;294
Pós-pago;Feminino;Sofrível;Gradiente;Mortinho;Tarifa menor;6666,0;7;82,6;93;295
Pré-pago;Masculino;Excelente;Ericsson;Escuridão;Maior cobertura;1839,0;7;78,4;49;296
Pós-pago;Feminino;Terrível;Motorola;Nenhuma;Qualidade do sinal;10854,0;6;73,4;98;297
Pós-pago;Masculino;Terrível;Motorola;Ferrocom;Qualidade do sinal;9327,0;5;64,6;82;298
Pós-pago;Masculino;Mediana;Motorola;Cumbuca;Qualidade do sinal;3732,0;5;62,0;90;299
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1104,0;3;43,2;70;300
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;9918,0;5;59,8;89;301
Pós-pago;Masculino;Sofrível;Gradiente;Nenhuma;Qualidade do sinal;3732,0;5;55,2;68;302
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1147,0;2;33,2;54;303
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1452,0;3;44,2;82;304
Pré-pago;Feminino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;7569,0;5;56,8;69;305
Pós-pago;Feminino;Terrível;Gradiente;Nenhuma;Maior cobertura;4248,0;4;48,2;78;306
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Qualidade do sinal;8967,0;2;34,2;84;307
Pré-pago;Feminino;Excelente;Gradiente;Ferrocom;Maior cobertura;1477,0;4;46,4;30;308
Pré-pago;Feminino;Excelente;Gradiente;Escuridão;Maior cobertura;1032,0;6;68,8;60;309
Pré-pago;Feminino;Confiável;Siemens;Nenhuma;Maior cobertura;4593,0;6;68,4;77;310
Pré-pago;Feminino;Terrível;Gradiente;Escuridão;Maior cobertura;5586,0;2;31,4;75;311
Pós-pago;Feminino;Excelente;Gradiente;Escuridão;Maior cobertura;3771,0;2;30,52;66;312
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;3732,0;6;73,8;68;313
Pós-pago;Masculino;Sofrível;Samsung;Ferrocom;Qualidade do sinal;9252,0;6;73,4;87;314
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;11934,0;6;71,2;91;315
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Tarifa menor;19677,0;8;86,6;98;316
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;4209,0;5;60,8;76;317
Pós-pago;Feminino;Confiável;Samsung;Nenhuma;Maior cobertura;1452,0;7;78,8;53;318
Pré-pago;Masculino;Mediana;Motorola;Nenhuma;Qualidade do sinal;8826,0;6;73,6;74;319
Pré-pago;Masculino;Mediana;Gradiente;Ferrocom;Qualidade do sinal;4419,0;4;45,4;66;320
Pós-pago;Masculino;Mediana;Gradiente;Escuridão;Maior cobertura;6840,0;6;70,0;79;321
Pós-pago;Masculino;Excelente;Motorola;Ferrocom;Qualidade do sinal;9843,0;5;61,6;80;322
Pós-pago;Feminino;Mediana;Motorola;Mortinho;Qualidade do sinal;5844,0;8;88,2;81;323
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Tarifa menor;9768,0;8;87,0;113;324
Pré-pago;Masculino;Terrível;Motorola;Escuridão;Tarifa menor;15900,0;6;66,4;108;325
Pós-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;1182,0;4;45,4;62;326
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;35451,0;5;64,0;105;327
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1509,0;4;45,4;62;328
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Tarifa menor;11427,0;6;67,4;89;329
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;1884,0;2;30,52;59;330
Pré-pago;Feminino;Confiável;Motorola;Ferrocom;Maior cobertura;3063,0;4;45,8;65;331
Pós-pago;Masculino;Mediana;Motorola;Escuridão;Qualidade do sinal;9252,0;6;74,8;77;332
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;1002,9999999999999;4;46,2;18;333
Pré-pago;Masculino;Excelente;Samsung;Ferrocom;Maior cobertura;3771,0;7;84,8;106;334
Pós-pago;Masculino;Excelente;Motorola;Nenhuma;Maior cobertura;3300,0;7;75,4;54;335
Pré-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;1293,0;6;72,4;57;336
Pré-pago;Feminino;Terrível;Motorola;Mortinho;Qualidade do sinal;3546,0;5;62,2;98;337
Pré-pago;Feminino;Terrível;Motorola;Nenhuma;Qualidade do sinal;4770,0;3;42,2;77;338
Pré-pago;Masculino;Sofrível;Siemens;Cumbuca;Maior cobertura;1905,0;3;39,6;80;339
Pré-pago;Feminino;Excelente;Siemens;Ferrocom;Qualidade do sinal;10614,0;6;70,4;75;340
Pré-pago;Masculino;Sofrível;Motorola;Nenhuma;Maior cobertura;3696,0;4;45,2;77;341
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;6666,0;4;47,8;78;342
Pós-pago;Feminino;Sofrível;Gradiente;Nenhuma;Qualidade do sinal;10773,0;7;78,0;96;343
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Qualidade do sinal;17175,0;3;40,2;75;344
Pré-pago;Feminino;Confiável;Motorola;Nenhuma;Maior cobertura;1636,0;5;57,0;73;345
Pré-pago;Masculino;Excelente;Ericsson;Cumbuca;Maior cobertura;2574,0;3;38,0;68;346
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;15087,0;7;82,2;94;347
Pré-pago;Feminino;Mediana;Ericsson;Nenhuma;Maior cobertura;1104,0;4;52,4;71;348
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1900,0;5;55,0;77;349
Pós-pago;Masculino;Mediana;Samsung;Ferrocom;Qualidade do sinal;8148,0;8;92,6;78;350
Pré-pago;Feminino;Sofrível;Gradiente;Ferrocom;Qualidade do sinal;3621,0;5;59,8;92;351
Pré-pago;Masculino;Sofrível;Siemens;Cumbuca;Tarifa menor;2904,0;8;86,8;77;352
Pré-pago;Feminino;Sofrível;Siemens;Mortinho;Maior cobertura;2145,0;7;80,0;69;353
Pós-pago;Feminino;Sofrível;Motorola;Cumbuca;Qualidade do sinal;7197,0;5;64,0;85;354
Pré-pago;Masculino;Terrível;Motorola;Mortinho;Qualidade do sinal;3849,0;6;68,0;75;355
Pré-pago;Masculino;Sofrível;Samsung;Ferrocom;Qualidade do sinal;4167,0;5;59,0;79;356
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1129,0;3;41,8;66;357
Pós-pago;Masculino;Terrível;Motorola;Cumbuca;Qualidade do sinal;7506,0;5;60,6;87;358
Pós-pago;Masculino;Confiável;Samsung;Cumbuca;Qualidade do sinal;2325,0;7;78,4;69;359
Pré-pago;Feminino;Terrível;Samsung;Mortinho;Maior cobertura;2169,0;8;86,0;80;360
Pré-pago;Masculino;Mediana;Motorola;Escuridão;Maior cobertura;5238,0;2;30,6;69;361
Pré-pago;Feminino;Terrível;Siemens;Nenhuma;Maior cobertura;3264,0;8;86,8;79;362
Pós-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;13173,0;3;37,4;75;363
Pós-pago;Masculino;Sofrível;Gradiente;Nenhuma;Tarifa menor;23850,0;9;60,4;111;364
Pré-pago;Masculino;Excelente;Motorola;Cumbuca;Maior cobertura;2871,0;1;30,52;78;365
Pós-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;3474,0;6;72,4;91;366
Pré-pago;Masculino;Excelente;Ericsson;Cumbuca;Maior cobertura;1900,0;4;53,8;57;367
Pré-pago;Masculino;Confiável;Motorola;Escuridão;Maior cobertura;2021,9999999999998;4;48,6;54;368
Pré-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;10614,0;7;79,4;88;369
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Tarifa menor;10935,0;6;260,0;107;370
Pré-pago;Masculino;Mediana;Gradiente;Nenhuma;Qualidade do sinal;7632,0;4;54,8;72;371
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;9618,0;8;91,2;100;372
Pós-pago;Feminino;Sofrível;Samsung;Mortinho;Qualidade do sinal;12990,0;8;87,4;81;373
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Tarifa menor;11934,0;8;89,4;101;374
Pós-pago;Masculino;Mediana;Siemens;Cumbuca;Maior cobertura;4419,0;4;53,0;77;375
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Tarifa menor;20520,0;6;69,4;87;376
Pré-pago;Feminino;Terrível;Motorola;Nenhuma;Qualidade do sinal;2379,0;5;60,2;82;377
Pós-pago;Feminino;Terrível;Motorola;Nenhuma;Tarifa menor;21639,0;11;116,8;108;378
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Qualidade do sinal;5385,0;3;41,8;81;379
Pós-pago;Masculino;Sofrível;Gradiente;Nenhuma;Tarifa menor;14889,0;5;64,6;101;380
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Tarifa menor;6162,0;5;57,6;81;381
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Qualidade do sinal;5844,0;4;51,8;96;382
Pós-pago;Feminino;Terrível;Samsung;Ferrocom;Qualidade do sinal;10935,0;8;87,8;67;383
Pré-pago;Feminino;Sofrível;Samsung;Mortinho;Maior cobertura;6723,0;7;75,2;78;384
Pré-pago;Feminino;Sofrível;Gradiente;Escuridão;Qualidade do sinal;2460,0;4;53,4;84;385
Pré-pago;Masculino;Excelente;Motorola;Cumbuca;Maior cobertura;1794,0;6;65,4;58;386
Pós-pago;Masculino;Mediana;Samsung;Mortinho;Qualidade do sinal;8016,0;4;53,0;67;387
Pós-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;4086,0000000000005;4;49,0;72;388
Pré-pago;Feminino;Terrível;Gradiente;Cumbuca;Maior cobertura;3402,0;8;88,6;77;389
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Maior cobertura;4593,0;0;30,52;62;390
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1362,0;5;57,0;60;391
Pré-pago;Masculino;Mediana;Samsung;Ferrocom;Tarifa menor;10146,0;7;83,8;89;392
Pós-pago;Feminino;Mediana;Ericsson;Ferrocom;Maior cobertura;3657,0;6;68,2;68;393
Pós-pago;Masculino;Excelente;Motorola;Nenhuma;Tarifa menor;7950,0;3;39,0;70;394
Pré-pago;Feminino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;7077,0;8;92,2;75;395
Pré-pago;Feminino;Sofrível;Gradiente;Escuridão;Maior cobertura;1905,0;8;89,4;76;396
Pós-pago;Feminino;Sofrível;Motorola;Ferrocom;Qualidade do sinal;5949,0;7;79,2;87;397
Pós-pago;Masculino;Excelente;Siemens;Ferrocom;Maior cobertura;3231,0;5;56,6;82;398
Pré-pago;Feminino;Mediana;Ericsson;Nenhuma;Maior cobertura;1929,0;6;70,4;70;399
Pré-pago;Feminino;Sofrível;Gradiente;Cumbuca;Maior cobertura;8826,0;5;57,0;54;400
Pós-pago;Masculino;Mediana;Samsung;Ferrocom;Tarifa menor;15900,0;5;62,0;102;401
Pré-pago;Masculino;Sofrível;Samsung;Cumbuca;Tarifa menor;19917,0;7;83,6;79;402
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;9843,0;1;30,52;73;403
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1888,0;3;37,4;51;404
Pós-pago;Masculino;Confiável;Motorola;Escuridão;Maior cobertura;5001,0;2;30,52;72;405
Pós-pago;Feminino;Terrível;Samsung;Ferrocom;Maior cobertura;2169,0;5;61,4;81;406
Pré-pago;Masculino;Mediana;Gradiente;Nenhuma;Qualidade do sinal;10614,0;5;55,4;72;407
Pós-pago;Feminino;Sofrível;Samsung;Mortinho;Maior cobertura;3474,0;6;67,0;67;408
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Qualidade do sinal;9768,0;7;82,0;104;409
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;6438,0;4;50,6;89;410
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;1626,0;4;53,8;65;411
Pré-pago;Masculino;Terrível;Siemens;Cumbuca;Maior cobertura;2544,0;5;60,2;71;412
Pós-pago;Masculino;Sofrível;Siemens;Escuridão;Qualidade do sinal;6003,0;7;76,4;90;413
Pós-pago;Feminino;Terrível;Gradiente;Cumbuca;Tarifa menor;5739,0;8;94,8;80;414
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;7137,0;7;78,6;88;415
Pós-pago;Feminino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;5688,0;4;49,2;88;416
Pré-pago;Masculino;Sofrível;Motorola;Escuridão;Qualidade do sinal;6108,0;6;70,4;86;417
Pós-pago;Masculino;Terrível;Gradiente;Nenhuma;Tarifa menor;11343,0;5;61,4;81;418
Pós-pago;Feminino;Mediana;Gradiente;Cumbuca;Qualidade do sinal;8148,0;8;92,6;60;419
Pós-pago;Masculino;Terrível;Samsung;Cumbuca;Tarifa menor;6957,0;5;55,2;92;420
Pré-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;10224,0;7;82,6;83;421
Pós-pago;Feminino;Terrível;Samsung;Ferrocom;Qualidade do sinal;6327,0;3;35,0;81;422
Pós-pago;Feminino;Mediana;Gradiente;Nenhuma;Maior cobertura;2661,0;3;43,8;85;423
Pré-pago;Feminino;Confiável;Gradiente;Nenhuma;Maior cobertura;1773,0;2;30,52;56;424
Pós-pago;Feminino;Terrível;Motorola;Nenhuma;Tarifa menor;8757,0;7;75,4;87;425
Pré-pago;Masculino;Mediana;Samsung;Ferrocom;Maior cobertura;1860,0;5;60,0;53;426
Pós-pago;Feminino;Sofrível;Ericsson;Ferrocom;Maior cobertura;2325,0;7;84,8;63;427
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;17613,0;5;55,2;107;428
Pré-pago;Feminino;Terrível;Samsung;Mortinho;Maior cobertura;4086,0000000000005;2;34,0;76;429
Pré-pago;Feminino;Excelente;Ericsson;Nenhuma;Maior cobertura;2325,0;6;68,6;65;430
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;21765,0;4;52,0;101;431
Pós-pago;Masculino;Confiável;Samsung;Mortinho;Qualidade do sinal;2045,9999999999998;6;66,8;71;432
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1129,0;2;31,4;55;433
Pré-pago;Feminino;Mediana;Gradiente;Nenhuma;Qualidade do sinal;2631,0;6;74,4;77;434
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;1963,0;3;43,8;58;435
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Tarifa menor;14889,0;9;95,8;88;436
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Tarifa menor;12453,0;8;91,8;90;437
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;22533,0;4;54,0;89;438
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;12543,0;6;67,6;83;439
Pós-pago;Masculino;Sofrível;Motorola;Escuridão;Qualidade do sinal;9471,0;4;45,0;86;440
Pré-pago;Masculino;Mediana;Samsung;Ferrocom;Maior cobertura;1329,0;3;44,8;54;441
Pré-pago;Masculino;Confiável;Gradiente;Ferrocom;Maior cobertura;1159,0;6;67,4;59;442
Pós-pago;Masculino;Excelente;Motorola;Cumbuca;Maior cobertura;5949,0;3;43,2;65;443
Pré-pago;Masculino;Excelente;Motorola;Cumbuca;Maior cobertura;2379,0;4;48,4;74;444
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;5586,0;6;67,4;78;445
Pré-pago;Masculino;Sofrível;Samsung;Escuridão;Tarifa menor;3585,0;4;53,0;100;446
Pós-pago;Masculino;Mediana;Motorola;Ferrocom;Qualidade do sinal;2118,0;4;52,6;73;447
Pré-pago;Masculino;Confiável;Ericsson;Ferrocom;Maior cobertura;3162,0;5;63,6;75;448
Pré-pago;Feminino;Mediana;Gradiente;Escuridão;Maior cobertura;1416,0;5;61,6;63;449
Pós-pago;Masculino;Confiável;Gradiente;Ferrocom;Maior cobertura;1714,0;5;56,6;56;450
Pós-pago;Masculino;Mediana;Gradiente;Cumbuca;Qualidade do sinal;7017,0;7;77,6;80;451
Pós-pago;Masculino;Sofrível;Samsung;Ferrocom;Tarifa menor;4680,0;4;47,8;89;452
Pré-pago;Masculino;Mediana;Gradiente;Cumbuca;Maior cobertura;2841,0;6;66,2;76;453
Pré-pago;Masculino;Excelente;Motorola;Ferrocom;Maior cobertura;1860,0;5;59,6;50;454
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;18858,0;9;97,4;72;455
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1974,0;7;75,6;57;456
Pós-pago;Masculino;Mediana;Samsung;Mortinho;Qualidade do sinal;8082,000000000001;5;62,2;93;457
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1498,0;2;31,2;54;458
Pós-pago;Feminino;Mediana;Samsung;Ferrocom;Qualidade do sinal;14301,0;4;45,2;85;459
Pós-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;2298,0;3;38,0;70;460
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1134,0;5;62,2;57;461
Pré-pago;Feminino;Confiável;Samsung;Cumbuca;Maior cobertura;3096,0;5;56,0;53;462
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;5484,0;7;75,6;77;463
Pós-pago;Feminino;Terrível;Samsung;Ferrocom;Tarifa menor;2871,0;9;95,8;82;464
Pré-pago;Feminino;Mediana;Gradiente;Nenhuma;Maior cobertura;1362,0;4;46,8;73;465
Pré-pago;Feminino;Confiável;Gradiente;Escuridão;Maior cobertura;1591,0;2;34,4;37;466
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1210,0;7;76,8;52;467
Pré-pago;Masculino;Mediana;Gradiente;Cumbuca;Maior cobertura;1953,0;2;31,4;57;468
Pré-pago;Masculino;Confiável;Motorola;Ferrocom;Maior cobertura;4125,0;7;78,0;61;469
Pós-pago;Masculino;Mediana;Motorola;Escuridão;Maior cobertura;1752,0;3;41,2;66;470
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Qualidade do sinal;6723,0;4;53,8;74;471
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;2997,0;4;50,4;76;472
Pré-pago;Feminino;Confiável;Gradiente;Ferrocom;Maior cobertura;1134,0;2;30,52;48;473
Pré-pago;Masculino;Mediana;Samsung;Escuridão;Qualidade do sinal;3474,0;5;55,6;84;474
Pré-pago;Masculino;Mediana;Motorola;Ferrocom;Qualidade do sinal;8280,0;5;60,0;76;475
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;15186,0;6;68,4;111;476
Pós-pago;Feminino;Terrível;Ericsson;Cumbuca;Maior cobertura;2352,0;3;36,0;73;477
Pós-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;3231,0;4;50,8;75;478
Pré-pago;Feminino;Terrível;Ericsson;Cumbuca;Maior cobertura;3063,0;1;30,52;82;479
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;2021,9999999999998;7;79,0;75;480
Pós-pago;Masculino;Mediana;Siemens;Nenhuma;Tarifa menor;10071,0;5;61,4;96;481
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1192,0;3;40,8;30;482
Pré-pago;Feminino;Terrível;Samsung;Nenhuma;Qualidade do sinal;6108,0;1;30,52;80;483
Pré-pago;Feminino;Sofrível;Motorola;Cumbuca;Maior cobertura;3657,0;1;30,52;74;484
Pós-pago;Masculino;Sofrível;Gradiente;Escuridão;Maior cobertura;3810,0;4;45,4;69;485
Pré-pago;Masculino;Terrível;Samsung;Ferrocom;Qualidade do sinal;15489,0;5;63,2;84;486
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;18285,0;4;49,4;99;487
Pós-pago;Masculino;Sofrível;Ericsson;Mortinho;Tarifa menor;7443,0;3;44,6;85;488
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;9618,0;9;96,0;105;489
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Qualidade do sinal;13728,0;8;85,0;72;490
Pré-pago;Masculino;Terrível;Motorola;Ferrocom;Qualidade do sinal;9693,0;5;64,8;81;491
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1609,0;2;34,4;61;492
Pré-pago;Feminino;Mediana;Siemens;Nenhuma;Qualidade do sinal;1731,0;6;73,2;69;493
Pós-pago;Masculino;Terrível;Motorola;Cumbuca;Tarifa menor;7758,0;5;63,2;94;494
Pré-pago;Masculino;Terrível;Gradiente;Mortinho;Maior cobertura;1032,0;8;85,2;83;495
Pré-pago;Feminino;Terrível;Gradiente;Cumbuca;Maior cobertura;1537,0;6;68,0;70;496
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;19677,0;6;70,4;101;497
Pré-pago;Masculino;Excelente;Motorola;Cumbuca;Qualidade do sinal;6723,0;7;84,2;77;498
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Tarifa menor;9471,0;3;41,8;99;499
Pré-pago;Feminino;Sofrível;Siemens;Cumbuca;Maior cobertura;1608,0;2;32,4;71;500
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;24663,0;7;78,8;111;501
Pós-pago;Masculino;Confiável;Motorola;Escuridão;Maior cobertura;2045,9999999999998;6;72,6;71;502
Pós-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;2688,0;6;71,0;66;503
Pós-pago;Masculino;Sofrível;Motorola;Cumbuca;Qualidade do sinal;3927,0;2;30,6;75;504
Pré-pago;Feminino;Confiável;Samsung;Cumbuca;Maior cobertura;2325,0;5;59,8;68;505
Pré-pago;Feminino;Terrível;Siemens;Nenhuma;Qualidade do sinal;5535,0;5;60,2;77;506
Pós-pago;Masculino;Mediana;Motorola;Mortinho;Qualidade do sinal;7320,0;5;56,0;90;507
Pré-pago;Feminino;Mediana;Samsung;Mortinho;Maior cobertura;1752,0;4;51,0;83;508
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Tarifa menor;7569,0;4;52,6;101;509
Pré-pago;Masculino;Excelente;Ericsson;Cumbuca;Maior cobertura;1441,0;4;50,6;41;510
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Tarifa menor;13173,0;5;62,2;93;511
Pré-pago;Feminino;Mediana;Siemens;Mortinho;Maior cobertura;7695,0;2;30,52;81;512
Pré-pago;Feminino;Mediana;Samsung;Escuridão;Maior cobertura;1953,0;4;45,0;78;513
Pré-pago;Masculino;Mediana;Ericsson;Nenhuma;Qualidade do sinal;12543,0;1;30,52;73;514
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;21639,0;3;43,4;98;515
Pré-pago;Feminino;Mediana;Siemens;Nenhuma;Qualidade do sinal;3369,0;7;83,8;85;516
Pré-pago;Masculino;Confiável;Ericsson;Ferrocom;Maior cobertura;1347,0;1;30,52;39;517
Pré-pago;Masculino;Excelente;Ericsson;Cumbuca;Maior cobertura;3096,0;5;58,4;69;518
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;2601,0;3;44,6;85;519
Pré-pago;Masculino;Sofrível;Ericsson;Cumbuca;Maior cobertura;6666,0;7;307,2;86;520
Pós-pago;Masculino;Mediana;Gradiente;Nenhuma;Qualidade do sinal;14397,0;3;35,0;77;521
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1492,0;4;45,6;68;522
Pré-pago;Masculino;Confiável;Gradiente;Nenhuma;Qualidade do sinal;8550,0;5;58,4;74;523
Pós-pago;Masculino;Mediana;Gradiente;Ferrocom;Tarifa menor;5739,0;6;69,2;91;524
